unit_index,importance
207,0.0007698424453765154
888,0.0007684779700120149
275,0.0007675046605470889
905,0.00076688733412797
945,0.0007663122644190721
584,0.0007661709400851693
87,0.0007661236309343384
464,0.0007658876854458005
785,0.0007647007283508247
180,0.0007646097136724357
949,0.000764183844786454
995,0.0007638605127945866
976,0.0007637338945182628
612,0.0007635036209072277
900,0.0007633926220457557
886,0.0007630584411350749
422,0.0007630255122192659
911,0.0007621723216602388
135,0.0007608966833715005
213,0.0007608943012242102
936,0.000759456265702029
684,0.000758424940635982
593,0.0007582462718699714
363,0.0007564657829088057
973,0.0007562027451233856
718,0.0007559232828494875
880,0.0007550257658533989
534,0.000754718570198452
782,0.000754211639005562
461,0.0007541861088304668
521,0.0007540965976343626
57,0.0007535837378152708
833,0.0007534490413668548
156,0.00075249927330966
265,0.0007516836210932046
826,0.0007514890692828154
988,0.0007509142387856923
538,0.0007499958650448792
952,0.0007492865446770282
743,0.0007459050571313769
313,0.0007456021480960636
133,0.000745596678985045
618,0.0007444816275785552
814,0.0007441169669563866
792,0.0007440104885894558
219,0.0007434042561783588
110,0.0007429496316500257
231,0.0007427051440972503
425,0.0007426362618215214
409,0.0007422524526080067
547,0.0007419838835803593
134,0.0007412528475473005
702,0.0007412257732882225
690,0.0007410665282118934
799,0.0007407640660621087
955,0.0007391086050071963
932,0.0007387317259196704
354,0.0007387142583252569
996,0.0007378502957928237
908,0.000736202280236947
309,0.0007332900164799319
875,0.0007331960295638097
389,0.0007331196044194051
993,0.0007312606072135101
33,0.0007306503576162853
444,0.0007305958956540596
358,0.0007302964331214884
589,0.0007302083787863572
614,0.0007293736651119041
139,0.0007278897817202744
861,0.0007278323539661724
334,0.0007276064491516408
756,0.0007271645403428907
21,0.0007271319303191244
285,0.0007268081619830472
698,0.0007262278130388431
30,0.000723916337548385
822,0.0007233219954114521
766,0.0007224962921875482
827,0.000721355073413585
788,0.0007199384592501802
631,0.0007193392066073512
524,0.0007188129297230494
314,0.0007184195474673782
838,0.0007182490295020253
937,0.0007177937919424859
916,0.0007172828599207415
51,0.0007172307538735045
274,0.0007166392795957899
396,0.0007165550424896646
688,0.0007162669335230436
368,0.0007159966620676783
687,0.00071582507515238
541,0.000715749054571113
388,0.0007156606453893722
513,0.000715626119146903
689,0.000715220226891842
640,0.0007147933973085417
729,0.000713937490935423
836,0.0007138088966736019
144,0.0007136585906825502
406,0.0007117900389977153
917,0.0007113548293307898
543,0.0007099800425621902
545,0.0007094189229734403
29,0.0007086886646785604
644,0.000707729437264143
851,0.0007072860034917161
385,0.0007065778220079989
622,0.0007052261041961352
302,0.0007024525377658431
619,0.0007019315487352674
312,0.0007017599749019857
253,0.0007006962126543127
806,0.0006949410339558147
856,0.0006942267138716612
400,0.0006940294240283
72,0.0006926355112237906
753,0.000692509239195349
985,0.0006922370428961843
671,0.0006920750436728273
117,0.0006920599680733762
608,0.0006911697613876582
216,0.0006910749391975895
882,0.0006909445077777692
179,0.0006909382598222947
56,0.0006908065056432173
379,0.0006900449512927939
68,0.0006896341651175223
362,0.0006894756457048581
103,0.0006889815151098004
278,0.0006882487813028708
172,0.0006881592632120803
834,0.0006877730949199456
816,0.0006873313558159089
561,0.0006870017596980025
84,0.0006868202719156488
